65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.10101	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.20202	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.30303	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.40404	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.505051	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.606061	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.707071	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.808081	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	0.909091	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.0101	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.11111	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.21212	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.31313	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.41414	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.51515	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.61616	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.71717	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.81818	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	1.91919	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.0202	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.12121	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.22222	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.32323	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.42424	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.52525	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.62626	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.72727	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.82828	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	2.92929	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	3.0303	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	3.13131	0	0	0	
65	0.1	0.3	1	83.7909	0	210.561	200.639	0	173	3.23232	0	0	0	
